-28804,14106,3663,-12972,12083,110
-24802,10514,5560,-14325,11813,-5966
-22457,6418,6980,-15057,12428,-9808
-23766,3286,7800,-14966,11467,-13140
-27101,2345,8080,-14094,7512,-17348
-28453,2513,7687,-13371,1938,-22576
-28633,2814,7572,-12544,-1860,-27612
-28089,2797,7553,-11170,-3842,-31649
-29114,2736,7106,-9241,-5131,-32768
-31137,3700,6407,-7850,-6709,-32768
-30028,3073,4401,-7635,-7624,-32768
-29536,1463,2116,-6281,-9359,-32768
-27400,704,1023,-3696,-13841,-32768
-23248,1579,268,-1436,-17590,-32768
-18646,2453,-705,-733,-19038,-32768
-14188,1675,-1190,-505,-17159,-32768
-11286,991,-963,-337,-14656,-32768
-7827,365,-900,-582,-12743,-32768
592,-465,1603,1020,-5989,-32768
2887,-121,2237,1699,-2973,-32768
3963,587,2333,1867,-1262,-32768
4050,-300,2582,2170,-2357,-31868
4758,-1616,3656,4439,-6187,-28509
5425,-980,4626,6869,-11587,-25104
8516,-701,3081,6831,-24523,-19525
12718,-1472,2384,6045,-27825,-18528
18036,-1087,3279,5412,-24224,-16987
20579,-1481,3973,3631,-18322,-12080
21300,-2897,3298,1682,-14091,-7630
20670,-3440,2455,-175,-8608,-6105
19962,-4786,1700,-1095,-2489,-5436
17035,-5691,1906,-1043,655,-4477
14064,-5688,2271,-1197,-1515,-4191
14539,-5214,1836,-1054,-5796,-4428
16606,-4491,1058,-1227,-7684,-3980
18024,-4537,373,-2037,-7245,-3271
18794,-4062,469,-2706,-5201,-2598
18700,-3784,316,-3286,-2533,-1869
17590,-3789,-143,-3811,-606,-953
17236,-4108,-108,-4452,130,-241
17292,-4264,52,-4783,905,568
16961,-4080,378,-4999,1781,1449
16712,-3836,481,-5356,2538,2271
17281,-3426,787,-5628,3921,3104
18210,-4397,904,-6889,6360,3637
17980,-5811,877,-7783,8453,3654
18386,-4925,1025,-8682,9435,4087
19618,-4208,502,-10163,10699,5778
19968,-4068,-414,-11871,12011,9246
18298,-5274,-73,-12137,12916,13075
15219,-4954,293,-11016,11847,16028
14703,-4216,-338,-11382,11010,18969
15785,-5308,-2275,-12417,14564,23066
14935,-7531,-4332,-11632,21568,26323
10714,-8742,-4563,-8305,26099,28953
7069,-9789,-3744,-4004,25930,31615
6156,-10928,-3323,-323,25630,32767
5850,-10771,-3293,2120,28893,32767
4179,-9996,-4180,2247,32755,32767
-1254,-9396,-5540,2145,32767,32767
-7833,-8556,-5048,4355,32767,32767
-13652,-7578,-2705,8352,32767,32767
-16752,-6939,-200,12889,26003,32767
-14449,-5839,1976,17303,19011,32767
-12805,-4219,3397,22504,16096,32767
-12836,-1594,2947,26643,11405,32767
-12306,905,2718,27901,5071,32767
-10920,2671,3607,28379,6357,32767
-15013,4904,3714,28912,5922,32319
-18053,4700,5172,29034,1686,30529
-17748,5728,5307,28763,-5626,29388
-16314,8060,5691,28770,-7772,29276
-18560,12728,4507,28064,-7227,28379
-22709,17903,3095,23010,-2024,23224
-27498,20427,1148,14873,853,14070
-31733,16518,1644,9068,2539,3495
-32768,12924,3358,8753,-1323,-5644
-32633,12188,3583,9581,-8718,-12562
-26361,11471,4043,6697,-9836,-19054
-23442,8690,5538,3863,-2707,-24327
-28052,7391,4817,3297,1203,-29240
-32494,8033,3492,3947,-2723,-32632
-32768,10399,2131,5421,-9135,-32768
-32768,14294,357,5791,-12453,-32768
-32768,15171,332,5089,-11458,-32768
-32749,14514,-1743,5501,-9766,-32768
-30496,13451,-2940,5121,-10197,-32768
-25136,10552,-1750,6450,-10958,-32768
-18936,8602,-2133,7965,-9850,-32768
-14610,7388,-1429,9007,-9878,-32768
-10181,6152,-564,9399,-14430,-32768
-5772,5744,95,8904,-19467,-32768
537,6126,319,7575,-21430,-32768
6532,4880,935,6205,-16985,-32768
9902,3403,1490,5101,-10148,-32760
9644,1432,2235,4797,-6231,-28028
6752,-1486,2024,5733,-6354,-22385
6123,-1914,2729,7824,-9602,-20148
8166,-1605,3713,9472,-11561,-17262
8540,-2112,4866,10232,-13439,-14642
14628,-3493,5974,10847,-21770,-10463
16863,-3716,5186,9090,-23690,-8232
21640,-2767,6237,6377,-24326,-5917
26488,-3531,5490,2482,-14885,-5710
25214,-5708,3694,297,-1953,-2575
17584,-5915,3127,367,4739,-416
11581,-6713,3368,717,3293,-922
9496,-6265,3407,2736,-2789,-1788
11352,-5552,3592,3445,-8945,-2155
14128,-5772,3182,3495,-11866,-2035
16519,-5043,3274,3503,-11284,-1665
17597,-4545,3447,3547,-8292,-606
17744,-4361,3696,3211,-4983,794
17424,-4506,3754,2684,-2395,2404
16771,-4698,4117,2906,-742,4069
15149,-4962,4660,3633,-505,5877
13392,-5654,5463,4148,-1246,7616
11918,-6776,5630,4111,-1586,8964
12190,-7707,6019,4091,-3353,9277
15561,-7588,5565,3516,-4396,10209
18926,-7165,4199,2289,-2689,13182
21437,-6644,2426,967,-50,19097
21237,-7254,3328,1088,3388,26827
15072,-7715,3646,2110,5747,32247
9213,-7542,2814,2285,4903,32767
5661,-7392,1704,2153,4134,32767
3149,-7114,1115,1214,5045,32767
306,-7998,435,-212,6591,32767
-3485,-9051,504,-286,5510,32767
-7130,-9202,215,670,3001,32767
-6567,-5769,1151,5239,2752,32767
-7898,-3056,1229,4507,9439,32767
-11675,-1234,911,1857,8793,32767
-14857,1093,1849,-111,6176,32767
-17364,1772,4346,-1577,4537,32767
-17936,1021,5240,-527,4074,32767
-19117,4594,1139,-1332,-818,32767
-18630,7699,3216,-6120,-1964,32767
-15789,7906,6153,-8504,8455,32767
-20936,8143,4859,-7715,24740,32767
-28163,12403,1174,-9429,25696,29018
-29203,14450,1026,-16191,21166,20243
-32559,13236,1718,-20200,22534,12993
-32768,13024,2944,-18987,18057,2589
-32768,10848,3818,-17451,15723,-7208
-32639,8210,4466,-15466,10999,-14493
-29432,5973,6161,-13332,4581,-20230
-26137,4974,7054,-11348,504,-24177
-24689,4806,7115,-10756,-1102,-27327
-26142,4437,6481,-9796,-2435,-29772
-27080,4540,5184,-8929,-6555,-32083
-26350,4932,3513,-9314,-10969,-32768
-26766,4108,1773,-10398,-12752,-32768
-28766,2318,-226,-9695,-11070,-32768
-30505,961,-786,-6419,-7975,-32768
-31734,1544,-910,-1697,-7219,-32768
-30302,2484,-1171,1349,-10290,-32768
-24534,2905,-1101,2957,-13267,-32768
-17849,2932,-310,4700,-15833,-32768
-11927,2826,-328,6263,-17825,-32768
2566,5801,-1142,5559,-19989,-32768
6113,3996,-2312,4932,-15330,-32768
7282,1979,-2252,6931,-13472,-31736
6491,-484,-1378,10238,-15364,-26857
6136,-985,-308,12799,-20263,-23878
7808,-347,-311,13337,-25662,-20813
9428,-648,-254,13137,-31297,-17663
13183,364,252,12633,-32768,-16518
19225,1262,376,9577,-31769,-16417
24874,1204,568,4500,-23216,-13499
28100,-2787,2420,1518,-14161,-8043
22444,-4450,1858,221,-3110,-4935
14846,-4441,760,-358,-1689,-3450
13547,-4890,148,24,-4335,-3434
15360,-4098,208,-42,-6550,-3155
16883,-4209,560,-772,-6432,-2771
17471,-4572,751,-1210,-5590,-2675
17784,-4488,507,-1559,-4617,-2081
18351,-4120,391,-2196,-3833,-1292
19043,-3886,591,-3264,-2405,-525
19470,-3901,772,-4520,-634,734
19489,-4432,820,-5418,1922,1885
18083,-4569,168,-5741,4275,2794
17458,-5042,-711,-6172,6787,3424
16624,-5556,-1218,-6181,9323,4080
15227,-5255,954,-5396,8965,4404
15891,-4211,2226,-5855,7324,4551
19323,-4291,2257,-8409,8335,5508
20518,-4461,1654,-10604,12681,7534
17656,-4461,1016,-12135,16571,9236
11756,-7618,1598,-14743,15272,17325
10582,-8537,3179,-13568,11250,18403
13389,-6967,3252,-13007,12226,19939
19232,-6316,1294,-14315,17167,25371
15200,-6444,-2073,-17751,29696,29726
6250,-9491,-4503,-17578,32761,32646
6116,-10060,-3365,-10553,32683,32767
4589,-9205,-3330,-6056,31830,32767
2057,-5120,-3481,-3814,31256,32767
-3007,-2377,-5232,-8214,32767,32767
-6352,-4480,-7690,-8940,32045,32767
-9902,-7571,-7305,-3068,26979,32767
-11745,-5112,-5333,5175,18700,32767
-11816,-841,-5108,10577,13432,32767
-12134,1724,-4684,14168,8054,32767
-12318,2835,-3985,17717,3699,32767
-13358,4446,-3892,21772,2575,32767
-15117,6223,-5138,24830,4500,32767
-27579,12251,-3621,26998,5575,32767
-32768,15274,-5998,18972,-6376,32767
-32069,10355,-5359,18583,-18313,30844
-31726,9765,-6470,22058,-18825,20198
-32768,15338,-5703,22420,-19051,6664
-32695,15086,-2745,20590,-19581,-3969
-29932,12741,-719,17161,-17318,-13017
-25705,11987,-342,12808,-14001,-20243
-24424,11012,-266,8502,-10012,-25807
-28705,9409,-1456,6273,-6799,-30604
-32768,9547,-2997,7038,-8879,-32768
-32768,10413,-4282,8757,-13284,-32768
-32768,10681,-5226,10022,-12262,-32768
-32768,10535,-5775,12140,-10981,-32768
-32768,11383,-6072,14260,-14257,-32768
-31242,11570,-4792,14433,-17294,-32768
-26919,11033,-4088,13232,-16591,-32768
-21365,9147,-2769,11691,-16469,-32768
-16046,7736,-707,9983,-17618,-32768
-10594,6493,646,7458,-17925,-32768
-404,4013,2149,4757,-12418,-32768
2179,3208,2327,3487,-7487,-32768
1841,1836,2573,3314,-6482,-32768
4678,1381,3490,4647,-9837,-29482
6569,153,4411,5200,-12461,-25973
9497,-1383,4983,6078,-14783,-23196
13151,-2084,4734,6364,-16801,-16118
14832,-2564,3862,5080,-17150,-13718
16982,-3472,4304,4461,-14639,-12809
19055,-4022,4764,5280,-10466,-11605
18012,-4046,4724,5772,-5452,-8822
12940,-4060,3849,5859,-5824,-5749
12196,-3623,4278,5210,-12339,-4451
16112,-3292,4256,3802,-16296,-3635
19972,-3076,4360,2159,-14588,-2999
20690,-3728,3552,719,-10082,-1553
19733,-4489,2939,14,-5515,328
17007,-5408,2218,-204,-2566,1134
15756,-5591,2155,348,-1973,1327
16523,-5352,2342,974,-3032,2549
16441,-5885,2644,1502,-1346,3182
15387,-6380,3356,2352,-511,4010
13757,-6543,3929,3261,-1710,4956
14174,-6784,4121,3975,-3938,5573
15719,-7691,4144,5161,-2665,7405
14696,-7248,4413,6751,-3682,9648
15908,-7116,3584,7141,-4365,11986
17417,-9279,3181,8151,-4908,15450
17304,-10060,3724,11210,-3513,19542
15546,-9042,3105,12610,-1803,23852
13516,-8103,2516,12034,1000,28194
10503,-6999,3716,10875,4376,32260
6414,-8156,5417,9463,6480,32767
3597,-9384,4532,9382,5008,32767
-242,-10215,3168,9455,2218,32767
-808,-10312,3244,11759,-143,32767
-241,-8872,3448,14262,962,32767
-390,-6142,3159,15407,6415,32767
-1704,-3581,2254,14282,12628,32767
-4051,-846,1452,13225,18759,32767
-6428,2348,1540,11660,24536,32767
-11285,5708,-690,7599,26760,32767
-17710,6759,405,3754,23473,32767
-24532,8597,2648,-1265,17771,32767
-20524,7454,4632,-5152,8593,32767
-18068,8930,4413,-7759,9262,32767
-17427,10883,3654,-12339,12224,32767
-27996,16518,2188,-17285,23807,30796
-32459,21839,-166,-21913,23886,19140
-32768,21065,-2101,-24954,27639,6612
-32768,16391,-2152,-22692,27299,-5568
-32768,9269,680,-18016,18581,-15264
-31855,5493,3236,-13451,8195,-21369
-28501,4993,4696,-11334,2335,-25986
-26600,4809,5421,-10217,162,-30846
-26806,3488,5686,-9685,-295,-32768
-30593,2548,5666,-8256,-3601,-32768
-32027,4072,5697,-6923,-9673,-32768
-32720,6320,5300,-6519,-13366,-32768
-31272,7393,2890,-7149,-16648,-32768
-29660,7564,26,-7720,-19228,-32768
-25197,7217,-2194,-7438,-22302,-32768
-16613,3949,-3428,-6944,-23940,-32768
-11420,312,-4293,-5676,-21474,-32768
-8483,-393,-5383,-3177,-20263,-32768
-3217,-1137,-4511,-1184,-17913,-32768
1393,-1756,-2818,1577,-12486,-32768
4117,-1791,-2329,3694,-7165,-32768
5689,-1969,-980,6235,-2826,-32768
6523,-832,550,7843,359,-32762
6282,-353,1275,8537,783,-30706
6111,-280,2496,9147,-2415,-26327
5157,-368,4106,10122,-7906,-21963
5762,-166,5111,10881,-16389,-18268
9340,31,4700,10550,-22989,-15798
13041,117,4185,9031,-25909,-14508
19032,546,5238,6538,-22509,-13655
22672,-811,6104,3114,-14160,-9176
23100,-2947,5632,1032,-7691,-3713
18003,-4143,4204,-662,-1496,-2012
14192,-5742,3405,-990,-717,-1973
